source,target,value
CVE-2015-2625,oracle,2.6
CVE-2015-2624,oracle,6.9
CVE-2015-3232,drupal,5.8
CVE-2015-3232,debian,5.8
CVE-2015-2627,oracle,2.6
CVE-2015-7226,administrationviewsproject,5.0
CVE-2015-2626,oracle,6.9
CVE-2015-4438,adobe,0.0
CVE-2015-2621,oracle,5.0
CVE-2015-1405,contentratingextbaseproject,7.5
CVE-2015-2620,oracle,4.3
CVE-2015-2620,canonical,4.3
CVE-2015-2620,debian,4.3
CVE-2015-2517,microsoft,7.2
CVE-2015-2516,microsoft,4.3
CVE-2015-2514,microsoft,9.3
CVE-2015-2513,microsoft,9.3
CVE-2015-2512,microsoft,7.2
CVE-2015-2511,microsoft,7.2
CVE-2015-2510,microsoft,9.3
CVE-2015-3026,xiph,5.0
CVE-2015-3026,novell,5.0
CVE-2015-2622,oracle,4.3
CVE-2015-7227,fieldablepanelspanesproject,3.5
CVE-2015-4342,cacti,7.5
CVE-2015-2519,microsoft,9.3
CVE-2015-2518,microsoft,7.2
CVE-2015-5885,apple,5.0
CVE-2015-5568,adobe,0.0
CVE-2015-5568,microsoft,0.0
CVE-2015-5568,apple,0.0
CVE-2015-5568,linux,0.0
CVE-2015-5568,google,0.0
CVE-2015-4432,adobe,0.0
CVE-2015-4432,linux,0.0
CVE-2015-4432,microsoft,0.0
CVE-2015-4432,apple,0.0
CVE-2015-3685,apple,6.8
CVE-2015-4433,adobe,0.0
CVE-2015-4433,linux,0.0
CVE-2015-4433,microsoft,0.0
CVE-2015-4433,apple,0.0
CVE-2015-5537,siemens,4.3
CVE-2015-4295,cisco,4.0
CVE-2015-5502,storageapiproject,7.5
CVE-2015-4347,inlinksproject,4.3
CVE-2015-4260,cisco,4.3
CVE-2015-1843,redhat,4.3
CVE-2015-5960,mozilla,1.9
CVE-2015-2783,php,5.8
CVE-2015-6512,codelogic,5.0
CVE-2015-6511,pfsense,4.3
CVE-2015-6510,pfsense,4.3
CVE-2015-6517,phpliteadminproject,6.8
CVE-2015-4484,novell,5.0
CVE-2015-4484,canonical,5.0
CVE-2015-4484,mozilla,5.0
CVE-2015-6515,splunk,4.3
CVE-2015-6514,splunk,4.3
CVE-2015-6519,arabportal,7.5
CVE-2015-5964,djangoproject,5.0
CVE-2015-5964,canonical,5.0
CVE-2015-2463,microsoft,9.3
CVE-2015-2462,microsoft,9.3
CVE-2015-2461,microsoft,9.3
CVE-2015-2460,microsoft,9.3
CVE-2015-2467,microsoft,9.3
CVE-2015-2466,microsoft,9.3
CVE-2015-2465,microsoft,2.1
CVE-2015-2464,microsoft,9.3
CVE-2015-3110,adobe,0.0
CVE-2015-3110,microsoft,0.0
CVE-2015-3110,apple,0.0
CVE-2015-3111,adobe,0.0
CVE-2015-3111,microsoft,0.0
CVE-2015-3111,apple,0.0
CVE-2015-2469,microsoft,9.3
CVE-2015-2468,microsoft,9.3
CVE-2015-3114,adobe,5.0
CVE-2015-3114,linux,5.0
CVE-2015-3114,microsoft,5.0
CVE-2015-3114,apple,5.0
CVE-2015-3115,adobe,5.0
CVE-2015-3115,linux,5.0
CVE-2015-3115,microsoft,5.0
CVE-2015-3115,apple,5.0
CVE-2015-3116,adobe,5.0
CVE-2015-3116,microsoft,5.0
CVE-2015-3116,apple,5.0
CVE-2015-3116,linux,5.0
CVE-2015-3117,adobe,0.0
CVE-2015-3117,linux,0.0
CVE-2015-3117,microsoft,0.0
CVE-2015-3117,apple,0.0
CVE-2015-0641,cisco,7.8
CVE-2015-0640,cisco,7.8
CVE-2015-0643,cisco,7.8
CVE-2015-0642,cisco,7.8
CVE-2015-0645,cisco,7.8
CVE-2015-0644,cisco,7.8
CVE-2015-0647,cisco,7.8
CVE-2015-0646,cisco,7.8
CVE-2015-0649,cisco,7.8
CVE-2015-0648,cisco,7.8
CVE-2015-1170,nvidia,7.2
CVE-2015-1171,gsm,0.0
CVE-2015-1172,holdingpatternproject,7.5
CVE-2015-1173,unit4,7.5
CVE-2015-1175,prestashop,4.3
CVE-2015-1176,osticket,4.3
CVE-2015-1178,qualiteam,4.3
CVE-2015-1179,infiniteautomationsystems,4.3
CVE-2015-6747,basware,5.0
CVE-2015-4183,cisco,7.2
CVE-2015-1376,pixabayimagesproject,4.0
CVE-2015-1377,webmin,4.9
CVE-2015-1374,ferretcmsproject,6.8
CVE-2015-1375,pixabayimagesproject,7.5
CVE-2015-1372,ferretcmsproject,7.5
CVE-2015-1373,ferretcmsproject,4.3
CVE-2015-1370,markedproject,4.3
CVE-2015-1371,ferretcmsproject,7.5
CVE-2015-5511,hybridauthsocialloginproject,5.0
CVE-2015-5099,adobe,0.0
CVE-2015-6744,basware,4.3
CVE-2015-3204,libreswan,5.0
CVE-2015-3205,libmimedirproject,7.5
CVE-2015-7228,restfulproject,5.0
CVE-2015-3200,lighttpd,5.0
CVE-2015-3201,redhat,2.1
CVE-2015-3202,debian,3.6
CVE-2015-3202,fuseproject,3.6
CVE-2015-3203,h5aiproject,7.5
CVE-2015-1773,apache,4.3
CVE-2015-1770,microsoft,9.3
CVE-2015-1771,microsoft,6.8
CVE-2015-3209,qemu,7.5
CVE-2015-3209,xen,7.5
CVE-2015-1774,canonical,6.8
CVE-2015-1774,libreoffice,6.8
CVE-2015-1774,apache,6.8
CVE-2015-0825,mozilla,4.3
CVE-2015-0824,mozilla,5.0
CVE-2015-0827,mozilla,4.3
CVE-2015-0826,mozilla,6.8
CVE-2015-0821,mozilla,6.8
CVE-2015-0820,mozilla,2.6
CVE-2015-0823,opentypesanitiserproject,7.5
CVE-2015-0823,mozilla,7.5
CVE-2015-0822,mozilla,4.3
CVE-2015-5851,apple,2.1
CVE-2015-5850,apple,2.1
CVE-2015-0829,mozilla,6.8
CVE-2015-0828,mozilla,6.8
CVE-2015-5855,apple,4.3
CVE-2015-1512,fancyfon,4.3
CVE-2015-1513,siphon,7.5
CVE-2015-3964,smasolartechnologyag,0.0
CVE-2015-5076,x2engine,4.3
CVE-2015-1516,polycom,3.5
CVE-2015-1517,piwigo,6.0
CVE-2015-1514,fancyfon,7.5
CVE-2015-1515,softsphere,7.2
CVE-2015-1518,redaxscript,7.5
CVE-2015-5078,limesurvey,6.5
CVE-2015-2084,cybernetikz,6.8
CVE-2015-2087,avataruploaderproject,6.5
CVE-2015-2086,panopolymagicproject,3.5
CVE-2015-2083,ilch,6.8
CVE-2015-2082,unit4,4.3
CVE-2015-2089,crossslidejqueryproject,6.8
CVE-2015-2088,termqueueproject,4.3
CVE-2015-5986,isc,7.1
CVE-2015-0919,sefrengo,7.5
CVE-2015-0918,sefrengo,4.3
CVE-2015-2248,dell,6.8
CVE-2015-0911,dounokouno,5.0
CVE-2015-0910,dounokouno,4.3
CVE-2015-0913,kozos,3.5
CVE-2015-0912,kozos,6.5
CVE-2015-0915,rakus,4.3
CVE-2015-0914,kozos,5.0
CVE-2015-0917,kajona,4.3
CVE-2015-0916,cacti,6.5
CVE-2015-3039,adobe,0.0
CVE-2015-3039,apple,0.0
CVE-2015-3039,microsoft,0.0
CVE-2015-3039,linux,0.0
CVE-2015-3939,ids,6.8
CVE-2015-4612,faq-frequentyaskedquestionsproject,6.5
CVE-2015-4613,developerlogproject,6.5
CVE-2015-4610,storelocatorproject,6.5
CVE-2015-4611,smoelenboekproject,6.5
CVE-2015-4616,easy2mapproject,5.0
CVE-2015-3966,innominate,4.0
CVE-2015-3935,dolibarr,4.3
CVE-2015-1209,google,7.5
CVE-2015-1209,linux,7.5
CVE-2015-1209,microsoft,7.5
CVE-2015-1209,apple,7.5
CVE-2015-1204,getusedtoit,4.3
CVE-2015-1205,canonical,7.5
CVE-2015-1205,google,7.5
CVE-2015-1205,chromium,7.5
CVE-2015-1200,pxzproject,2.1
CVE-2015-1201,privoxy,5.0
CVE-2015-5185,novell,5.0
CVE-2015-5185,standardsbasedlinuxinstrumentation,5.0
CVE-2015-2764,websense,4.3
CVE-2015-1196,novell,4.3
CVE-2015-1196,gnu,4.3
CVE-2015-1197,gnu,1.9
CVE-2015-1194,paxproject,4.3
CVE-2015-1195,openstack,6.5
CVE-2015-1192,kgbproject,5.0
CVE-2015-1193,paxproject,5.0
CVE-2015-1191,zlib,5.0
CVE-2015-3809,wireshark,7.8
CVE-2015-6749,xiph,4.3
CVE-2015-2804,alcatel-lucent,4.3
CVE-2015-5547,adobe,0.0
CVE-2015-5547,linux,0.0
CVE-2015-5547,microsoft,0.0
CVE-2015-5547,apple,0.0
CVE-2015-5400,squid-cache,6.8
CVE-2015-4106,qemu,7.2
CVE-2015-5817,apple,6.8
CVE-2015-4104,xen,7.8
CVE-2015-4105,xen,4.9
CVE-2015-4103,xen,4.9
CVE-2015-0139,ibm,3.5
CVE-2015-0138,ibm,4.3
CVE-2015-0137,ibm,4.3
CVE-2015-0136,ibm,2.1
CVE-2015-0135,ibm,0.0
CVE-2015-0134,ibm,0.0
CVE-2015-0133,ibm,5.0
CVE-2015-0132,ibm,7.8
CVE-2015-0131,ibm,3.5
CVE-2015-0130,ibm,3.5
CVE-2015-2807,documentcloud,4.3
CVE-2015-2110,hp,0.0
CVE-2015-5698,siemens,7.5
CVE-2015-5546,adobe,0.0
CVE-2015-5546,microsoft,0.0
CVE-2015-5546,apple,0.0
CVE-2015-5546,linux,0.0
CVE-2015-5697,linux,2.1
CVE-2015-5696,dell,5.0
CVE-2015-5691,symantec,4.3
CVE-2015-5690,symantec,8.5
CVE-2015-5092,adobe,5.0
CVE-2015-5692,symantec,7.9
CVE-2015-3109,adobe,0.0
CVE-2015-3109,microsoft,0.0
CVE-2015-3109,apple,0.0
CVE-2015-2115,hp,2.7
CVE-2015-2114,hp,6.8
CVE-2015-2114,microsoft,6.8
CVE-2015-4586,alcatel-lucent,6.8
CVE-2015-4587,alcatel-lucent,4.3
CVE-2015-2866,grandstream,7.5
CVE-2015-2864,retrospect,5.0
CVE-2015-2863,kaseya,4.3
CVE-2015-2862,kaseya,4.0
CVE-2015-2861,vestacp,6.8
CVE-2015-2860,avigilon,7.8
CVE-2015-2869,ghisler,5.0
CVE-2015-3842,google,9.3
CVE-2015-3843,google,9.3
CVE-2015-3844,google,6.8
CVE-2015-3845,google,6.8
CVE-2015-3849,google,9.3
CVE-2015-4032,visualmining,0.0
CVE-2015-4033,samsung,3.3
CVE-2015-0009,microsoft,3.3
CVE-2015-0008,microsoft,8.3
CVE-2015-4036,linux,7.2
CVE-2015-4037,qemu,1.9
CVE-2015-4034,samsung,7.9
CVE-2015-0003,microsoft,6.9
CVE-2015-0002,microsoft,7.2
CVE-2015-0001,microsoft,1.9
CVE-2015-5520,orchardproject,4.3
CVE-2015-0006,microsoft,6.1
CVE-2015-0005,microsoft,4.3
CVE-2015-0004,microsoft,7.2
CVE-2015-6279,cisco,7.8
CVE-2015-2984,iodata,5.0
CVE-2015-2985,guide-park,4.3
CVE-2015-2986,rakuto,4.3
CVE-2015-2987,type74,2.6
CVE-2015-0348,adobe,0.0
CVE-2015-0348,apple,0.0
CVE-2015-0348,microsoft,0.0
CVE-2015-0348,linux,0.0
CVE-2015-0349,adobe,0.0
CVE-2015-0349,apple,0.0
CVE-2015-0349,microsoft,0.0
CVE-2015-0349,linux,0.0
CVE-2015-6273,cisco,7.8
CVE-2015-0344,adobe,4.3
CVE-2015-0345,adobe,4.3
CVE-2015-0346,adobe,0.0
CVE-2015-0346,apple,0.0
CVE-2015-0346,microsoft,0.0
CVE-2015-0346,linux,0.0
CVE-2015-0347,adobe,0.0
CVE-2015-0347,apple,0.0
CVE-2015-0347,microsoft,0.0
CVE-2015-0347,linux,0.0
CVE-2015-0340,adobe,5.0
CVE-2015-0340,linux,5.0
CVE-2015-0340,apple,5.0
CVE-2015-0340,microsoft,5.0
CVE-2015-0341,adobe,0.0
CVE-2015-0341,linux,0.0
CVE-2015-0341,apple,0.0
CVE-2015-0341,microsoft,0.0
CVE-2015-0342,adobe,0.0
CVE-2015-0342,linux,0.0
CVE-2015-0342,apple,0.0
CVE-2015-0342,microsoft,0.0
CVE-2015-0343,adobe,4.3
CVE-2015-5493,entityformblockproject,5.0
CVE-2015-2982,phpkobo,4.3
CVE-2015-3448,rest-clientproject,2.1
CVE-2015-3449,sap,7.2
CVE-2015-3446,alienvault,9.3
CVE-2015-3447,dell,4.3
CVE-2015-4324,cisco,6.1
CVE-2015-2983,phpkobo,6.8
CVE-2015-4322,cisco,5.5
CVE-2015-3443,thycotic,3.5
CVE-2015-3440,wordpress,4.3
CVE-2015-3440,debian,4.3
CVE-2015-4321,cisco,5.0
CVE-2015-4335,pivotalsoftware,0.0
CVE-2015-4660,eliacom,4.3
CVE-2015-5497,weblinksproject,3.5
CVE-2015-3457,magento,5.0
CVE-2015-5364,linux,7.8
CVE-2015-1725,microsoft,7.2
CVE-2015-3456,qemu,7.7
CVE-2015-3456,xen,7.7
CVE-2015-3456,redhat,7.7
CVE-2015-5495,mobileslidingmenuproject,2.1
CVE-2015-1724,microsoft,7.2
CVE-2015-4331,cisco,3.5
CVE-2015-5494,webformmatrixcomponentproject,3.5
CVE-2015-1727,microsoft,7.2
CVE-2015-4330,cisco,6.9
CVE-2015-5369,juniper,4.3
CVE-2015-1726,microsoft,7.2
CVE-2015-2649,oracle,3.5
CVE-2015-2648,debian,4.0
CVE-2015-2648,canonical,4.0
CVE-2015-2648,oracle,4.0
CVE-2015-2647,oracle,5.5
CVE-2015-1721,microsoft,7.2
CVE-2015-2645,oracle,3.5
CVE-2015-2644,oracle,4.3
CVE-2015-2643,debian,4.0
CVE-2015-2643,canonical,4.0
CVE-2015-2643,oracle,4.0
CVE-2015-5499,navigateproject,4.0
CVE-2015-2641,oracle,3.5
CVE-2015-2641,canonical,3.5
CVE-2015-1720,microsoft,7.2
CVE-2015-1415,freebsd,2.1
CVE-2015-5498,shipwireapiproject,5.0
CVE-2015-1723,microsoft,7.2
CVE-2015-6940,pentaho,5.0
CVE-2015-1722,microsoft,7.2
CVE-2015-4449,adobe,5.0
CVE-2015-6829,ciphercoin,7.5
CVE-2015-3769,apple,7.2
CVE-2015-6828,securemoz,6.8
CVE-2015-4362,trackingcodeproject,6.8
CVE-2015-5475,bestpractical,4.3
CVE-2015-7232,structureddynamics,2.6
CVE-2015-2500,microsoft,9.3
CVE-2015-2501,microsoft,9.3
CVE-2015-2502,microsoft,9.3
CVE-2015-2504,microsoft,9.3
CVE-2015-2505,microsoft,5.0
CVE-2015-2506,microsoft,9.3
CVE-2015-2507,microsoft,7.2
CVE-2015-2508,microsoft,7.2
CVE-2015-2509,microsoft,9.3
CVE-2015-3053,adobe,0.0
CVE-2015-3053,apple,0.0
CVE-2015-3053,microsoft,0.0
CVE-2015-3052,adobe,0.0
CVE-2015-3052,apple,0.0
CVE-2015-3052,microsoft,0.0
CVE-2015-3055,adobe,7.5
CVE-2015-3055,apple,7.5
CVE-2015-3055,microsoft,7.5
CVE-2015-3054,adobe,0.0
CVE-2015-3054,apple,0.0
CVE-2015-3054,microsoft,0.0
CVE-2015-3057,adobe,0.0
CVE-2015-3057,apple,0.0
CVE-2015-3057,microsoft,0.0
CVE-2015-3056,adobe,0.0
CVE-2015-3056,apple,0.0
CVE-2015-3056,microsoft,0.0
CVE-2015-3699,apple,7.2
CVE-2015-3698,apple,7.2
CVE-2015-3697,apple,7.2
CVE-2015-3696,apple,7.2
CVE-2015-3695,apple,7.2
CVE-2015-3694,apple,6.8
CVE-2015-3693,apple,9.3
CVE-2015-3692,apple,6.8
CVE-2015-3691,apple,9.3
CVE-2015-3690,apple,4.3
CVE-2015-2542,microsoft,9.3
CVE-2015-5799,apple,6.8
CVE-2015-2934,mediawiki,4.3
CVE-2015-1831,apache,7.5
CVE-2015-1830,apache,5.0
CVE-2015-1830,microsoft,5.0
CVE-2015-1833,apache,6.4
CVE-2015-6508,pfsense,4.3
CVE-2015-6509,pfsense,4.3
CVE-2015-6506,bestpractical,4.3
CVE-2015-2479,microsoft,9.3
CVE-2015-2474,microsoft,9.0
CVE-2015-2475,microsoft,4.3
CVE-2015-2476,microsoft,2.6
CVE-2015-2477,microsoft,9.3
CVE-2015-2470,microsoft,9.3
CVE-2015-2471,microsoft,4.3
CVE-2015-2472,microsoft,4.3
CVE-2015-2473,microsoft,9.3
CVE-2015-0652,cisco,7.8
CVE-2015-0653,cisco,0.0
CVE-2015-0650,cisco,7.8
CVE-2015-0651,cisco,6.8
CVE-2015-0656,cisco,4.3
CVE-2015-0657,cisco,5.0
CVE-2015-0654,cisco,7.1
CVE-2015-0655,cisco,4.3
CVE-2015-0658,cisco,7.9
CVE-2015-0659,cisco,5.0
CVE-2015-2656,oracle,6.9
CVE-2015-1691,microsoft,9.3
CVE-2015-1692,microsoft,4.3
CVE-2015-1347,osticket,4.3
CVE-2015-1694,microsoft,9.3
CVE-2015-1697,microsoft,9.3
CVE-2015-1696,microsoft,9.3
CVE-2015-1699,microsoft,9.3
CVE-2015-1698,microsoft,9.3
CVE-2015-1349,isc,5.4
CVE-2015-1348,arubanetworks,7.8
CVE-2015-3730,apple,6.8
CVE-2015-7239,sap,7.5
CVE-2015-1747,microsoft,9.3
CVE-2015-4364,campaignmonitorproject,6.8
CVE-2015-1745,microsoft,9.3
CVE-2015-1744,microsoft,9.3
CVE-2015-1743,microsoft,6.8
CVE-2015-1742,microsoft,9.3
CVE-2015-1741,microsoft,9.3
CVE-2015-1740,microsoft,9.3
CVE-2015-3279,linuxfoundation,7.5
CVE-2015-3279,debian,7.5
CVE-2015-3279,canonical,7.5
CVE-2015-1748,microsoft,6.8
CVE-2015-0836,mozilla,7.5
CVE-2015-5845,apple,9.3
CVE-2015-0834,mozilla,4.3
CVE-2015-0835,mozilla,7.5
CVE-2015-0832,mozilla,5.0
CVE-2015-0833,mozilla,6.9
CVE-2015-0833,microsoft,6.9
CVE-2015-0830,mozilla,5.0
CVE-2015-1528,google,9.3
CVE-2015-6304,cisco,6.8
CVE-2015-3737,apple,6.8
CVE-2015-5848,apple,7.2
CVE-2015-0838,debian,7.5
CVE-2015-0838,dulwichproject,7.5
CVE-2015-2933,mediawiki,4.3
CVE-2015-5067,sap,7.5
CVE-2015-5064,mysql-lite-administratorproject,4.3
CVE-2015-5065,paypalcurrencyconverterbasicforwoocommerceproject,5.0
CVE-2015-5062,silverstripe,5.8
CVE-2015-5063,silverstripe,4.3
CVE-2015-5061,zohocorp,3.5
CVE-2015-5068,sap,7.5
CVE-2015-2945,h-fj,7.5
CVE-2015-2096,webgateinc,6.8
CVE-2015-2097,webgate,7.5
CVE-2015-2094,webgateinc,7.5
CVE-2015-2095,webgateinc,6.8
CVE-2015-2092,agilenttechnologies,7.5
CVE-2015-2093,webgateinc,6.8
CVE-2015-2090,sympies,7.5
CVE-2015-2091,apache,5.0
CVE-2015-5992,philippinelongdistancetelephone,4.3
CVE-2015-5993,philippinelongdistancetelephone,7.8
CVE-2015-5991,philippinelongdistancetelephone,6.8
CVE-2015-5997,impero,7.8
CVE-2015-2932,mediawiki,4.3
CVE-2015-4447,adobe,0.0
CVE-2015-3148,haxx,5.0
CVE-2015-3148,debian,5.0
CVE-2015-3148,canonical,5.0
CVE-2015-2250,concrete5,4.3
CVE-2015-3308,gnu,7.5
CVE-2015-3308,canonical,7.5
CVE-2015-4446,adobe,7.5
CVE-2015-0902,semperfiwebdesign,5.0
CVE-2015-0903,hidemaru,7.5
CVE-2015-0900,nishishi,4.3
CVE-2015-0901,flashyproject,4.3
CVE-2015-0906,lhaplus,5.8
CVE-2015-0907,lhaplus,6.8
CVE-2015-0905,bblogproject,6.8
CVE-2015-3906,wireshark,5.0
CVE-2015-3905,canonical,7.5
CVE-2015-3905,t1utilsproject,7.5
CVE-2015-3904,parityrate,4.3
CVE-2015-3903,phpmyadmin,4.3
CVE-2015-3902,phpmyadmin,6.8
CVE-2015-3900,rubygems,5.0
CVE-2015-3900,ruby-lang,5.0
CVE-2015-7375,indusoft,7.5
CVE-2015-2779,quassel-irc,5.0
CVE-2015-2720,mozilla,4.4
CVE-2015-3908,ansibleworks,4.3
CVE-2015-5200,libvdpauproject,6.3
CVE-2015-5200,canonical,6.3
CVE-2015-1238,google,7.5
CVE-2015-6948,corel,6.8
CVE-2015-1233,google,7.5
CVE-2015-1233,linux,7.5
CVE-2015-1233,microsoft,7.5
CVE-2015-1233,apple,7.5
CVE-2015-1232,google,7.5
CVE-2015-1231,google,7.5
CVE-2015-1230,google,7.5
CVE-2015-1237,google,7.5
CVE-2015-1236,google,4.3
CVE-2015-1235,google,5.0
CVE-2015-1234,google,6.8
CVE-2015-1234,linux,6.8
CVE-2015-1234,apple,6.8
CVE-2015-1234,microsoft,6.8
CVE-2015-5190,pacemaker%2fcorosyncconfigurationsystemproject,8.5
CVE-2015-1859,digia,6.8
CVE-2015-5198,libvdpauproject,7.2
CVE-2015-5198,canonical,7.2
CVE-2015-1858,digia,6.8
CVE-2015-2721,debian,4.3
CVE-2015-2721,canonical,4.3
CVE-2015-2721,novell,4.3
CVE-2015-2721,mozilla,4.3
CVE-2015-3145,haxx,7.5
CVE-2015-3145,debian,7.5
CVE-2015-3145,canonical,7.5
CVE-2015-2772,websense,7.5
CVE-2015-3144,haxx,7.5
CVE-2015-3144,canonical,7.5
CVE-2015-3144,debian,7.5
CVE-2015-5961,mozilla,3.3
CVE-2015-5530,freereprintables,6.8
CVE-2015-4483,mozilla,4.3
CVE-2015-4483,novell,4.3
CVE-2015-1538,google,0.0
CVE-2015-4481,mozilla,3.3
CVE-2015-4481,microsoft,3.3
CVE-2015-4480,novell,9.3
CVE-2015-4480,canonical,9.3
CVE-2015-4480,mozilla,9.3
CVE-2015-4487,novell,7.5
CVE-2015-4487,canonical,7.5
CVE-2015-4487,mozilla,7.5
CVE-2015-4486,novell,0.0
CVE-2015-4486,canonical,0.0
CVE-2015-4486,mozilla,0.0
CVE-2015-4485,novell,0.0
CVE-2015-4485,canonical,0.0
CVE-2015-4485,mozilla,0.0
CVE-2015-1539,google,0.0
CVE-2015-4489,novell,7.5
CVE-2015-4489,canonical,7.5
CVE-2015-4489,mozilla,7.5
CVE-2015-3658,apple,6.8
CVE-2015-2776,gaia-gis,4.3
CVE-2015-2776,debian,4.3
CVE-2015-0128,ibm,3.5
CVE-2015-0129,ibm,3.5
CVE-2015-5832,apple,2.1
CVE-2015-4137,milw0rmproject,7.5
CVE-2015-1851,openstack,6.8
CVE-2015-4135,phpwind,4.3
CVE-2015-4134,phpwind,5.8
CVE-2015-0120,ibm,7.5
CVE-2015-0121,ibm,3.7
CVE-2015-0122,ibm,3.5
CVE-2015-0123,ibm,3.5
CVE-2015-0124,ibm,3.5
CVE-2015-0125,ibm,3.5
CVE-2015-0126,ibm,6.5
CVE-2015-0127,ibm,3.5
CVE-2015-5564,adobe,0.0
CVE-2015-5564,linux,0.0
CVE-2015-5564,microsoft,0.0
CVE-2015-5564,apple,0.0
CVE-2015-5837,apple,4.3
CVE-2015-5688,geddyjs,5.0
CVE-2015-5689,symantec,6.8
CVE-2015-5563,adobe,0.0
CVE-2015-5563,microsoft,0.0
CVE-2015-5563,apple,0.0
CVE-2015-5563,linux,0.0
CVE-2015-5685,bittorrent,7.5
CVE-2015-5562,adobe,0.0
CVE-2015-5562,microsoft,0.0
CVE-2015-5562,apple,0.0
CVE-2015-5562,linux,0.0
CVE-2015-5561,adobe,0.0
CVE-2015-5561,microsoft,0.0
CVE-2015-5561,apple,0.0
CVE-2015-5561,linux,0.0
CVE-2015-5560,adobe,0.0
CVE-2015-5560,linux,0.0
CVE-2015-5560,microsoft,0.0
CVE-2015-5560,apple,0.0
CVE-2015-2870,chiyutw,4.3
CVE-2015-2871,chiyu,7.5
CVE-2015-2872,trendmicro,4.3
CVE-2015-2873,trendmicro,5.5
CVE-2015-5405,hp,6.5
CVE-2015-3876,google,9.3
CVE-2015-4209,cisco,6.4
CVE-2015-5407,hp,6.0
CVE-2015-4559,mcafee,4.3
CVE-2015-4555,tibco,7.5
CVE-2015-4554,tibco,7.5
CVE-2015-4004,linux,8.5
CVE-2015-4003,linux,7.8
CVE-2015-4002,linux,9.0
CVE-2015-4001,linux,9.0
CVE-2015-4000,microsoft,4.3
CVE-2015-4000,mozilla,4.3
CVE-2015-4000,google,4.3
CVE-2015-4000,opera,4.3
CVE-2015-4000,apple,4.3
CVE-2015-4000,oracle,4.3
CVE-2015-4000,openssl,4.3
CVE-2015-0014,microsoft,0.0
CVE-2015-1123,apple,6.8
CVE-2015-0016,microsoft,9.3
CVE-2015-0017,microsoft,9.3
CVE-2015-0010,microsoft,1.9
CVE-2015-0011,microsoft,4.7
CVE-2015-0012,microsoft,6.9
CVE-2015-3008,digium,4.3
CVE-2015-5403,hp,4.0
CVE-2015-0018,microsoft,9.3
CVE-2015-1433,roundcube,4.3
CVE-2015-1433,novell,4.3
CVE-2015-6602,google,9.3
CVE-2015-1120,apple,6.8
CVE-2015-1435,mylittleforum,4.3
CVE-2015-1434,mylittleforum,6.5
CVE-2015-2726,mozilla,0.0
CVE-2015-2726,novell,0.0
CVE-2015-5766,apple,5.0
CVE-2015-1437,asus,4.3
CVE-2015-5408,hp,6.0
CVE-2015-1436,easingslider,4.3
CVE-2015-5409,hp,7.5
CVE-2015-0339,adobe,0.0
CVE-2015-0339,linux,0.0
CVE-2015-0339,apple,0.0
CVE-2015-0339,microsoft,0.0
CVE-2015-0338,adobe,0.0
CVE-2015-0338,linux,0.0
CVE-2015-0338,apple,0.0
CVE-2015-0338,microsoft,0.0
CVE-2015-2761,websense,4.3
CVE-2015-0331,adobe,0.0
CVE-2015-0331,apple,0.0
CVE-2015-0331,microsoft,0.0
CVE-2015-0331,linux,0.0
CVE-2015-0330,adobe,0.0
CVE-2015-0330,apple,0.0
CVE-2015-0330,microsoft,0.0
CVE-2015-0330,linux,0.0
CVE-2015-0333,adobe,0.0
CVE-2015-0333,apple,0.0
CVE-2015-0333,microsoft,0.0
CVE-2015-0333,linux,0.0
CVE-2015-0332,adobe,0.0
CVE-2015-0332,apple,0.0
CVE-2015-0332,microsoft,0.0
CVE-2015-0332,linux,0.0
CVE-2015-0335,adobe,0.0
CVE-2015-0335,apple,0.0
CVE-2015-0335,microsoft,0.0
CVE-2015-0335,linux,0.0
CVE-2015-0334,adobe,9.3
CVE-2015-0334,apple,9.3
CVE-2015-0334,microsoft,9.3
CVE-2015-0334,linux,9.3
CVE-2015-0337,adobe,5.0
CVE-2015-0337,linux,5.0
CVE-2015-0337,apple,5.0
CVE-2015-0337,microsoft,5.0
CVE-2015-0336,adobe,9.3
CVE-2015-0336,apple,9.3
CVE-2015-0336,microsoft,9.3
CVE-2015-0336,linux,9.3
CVE-2015-2727,mozilla,6.8
CVE-2015-4319,cisco,5.5
CVE-2015-4318,cisco,5.0
CVE-2015-7383,refbase,4.3
CVE-2015-4310,cisco,4.3
CVE-2015-4317,cisco,5.0
CVE-2015-4316,cisco,5.5
CVE-2015-4315,cisco,5.5
CVE-2015-4314,cisco,4.0
CVE-2015-3751,apple,5.0
CVE-2015-0487,oracle,4.0
CVE-2015-0486,oracle,5.0
CVE-2015-0486,novell,5.0
CVE-2015-0485,oracle,3.5
CVE-2015-0484,oracle,6.8
CVE-2015-0483,oracle,4.0
CVE-2015-0482,oracle,6.0
CVE-2015-5846,apple,9.3
CVE-2015-0480,oracle,5.8
CVE-2015-2650,oracle,4.0
CVE-2015-2651,oracle,3.8
CVE-2015-2652,oracle,5.0
CVE-2015-2653,oracle,6.4
CVE-2015-2654,oracle,6.9
CVE-2015-2655,oracle,5.5
CVE-2015-0489,oracle,1.2
CVE-2015-0488,oracle,5.0
CVE-2015-0245,d-busproject,1.9
CVE-2015-0245,novell,1.9
CVE-2015-0247,e2fsprogsproject,4.6
CVE-2015-0247,debian,4.6
CVE-2015-0247,canonical,4.6
